"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mean_hires","hour_pred","day_pred","temp_rounded","temp_pred","hum_rounded","hum_pred","year_pred","season_pred","workday_pred","weathersit_pred"
"5671",10158,"2012-03-04",1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,189.294933716987,20.2606218385686,-12.7492381871949,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,-2.01663270456385
"5672",10159,"2012-03-04",1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,189.294933716987,168.00627110229,-12.7492381871949,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5673",10160,"2012-03-04",1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,189.294933716987,27.8899004062358,-12.7492381871949,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5674",10163,"2012-03-04",1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,189.294933716987,64.623985201932,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5675",10164,"2012-03-04",1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,189.294933716987,66.1902147978645,-12.7492381871949,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5676",10166,"2012-03-04",1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,189.294933716987,59.973831416185,-12.7492381871949,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5677",10167,"2012-03-04",1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,189.294933716987,128.995882609544,-12.7492381871949,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5678",10169,"2012-03-04",1,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,189.294933716987,238.653214431161,-12.7492381871949,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5679",10170,"2012-03-04",1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,189.294933716987,122.614840719103,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5680",10171,"2012-03-04",1,1,3,20,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,189.294933716987,38.2859486359542,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5681",10172,"2012-03-04",1,1,3,21,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,189.294933716987,-22.5067563770855,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5682",10173,"2012-03-04",1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,189.294933716987,-56.4508090167471,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5683",10174,"2012-03-04",1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,189.294933716987,-100.297396771174,-12.7492381871949,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5684",10177,"2012-03-05",1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4,189.294933716987,-166.275656608553,-7.80393066770263,0.2,-88.1134716530571,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5685",10179,"2012-03-05",1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1,189.294933716987,-183.193106040747,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5686",10182,"2012-03-05",1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260,189.294933716987,20.2606218385686,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5687",10183,"2012-03-05",1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428,189.294933716987,168.00627110229,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5688",10184,"2012-03-05",1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197,189.294933716987,27.8899004062358,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5689",10185,"2012-03-05",1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0,12,74,86,189.294933716987,-19.670873566611,-7.80393066770263,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5690",10187,"2012-03-05",1,1,3,12,0,1,1,2,0.26,0.303,0.52,0,15,122,137,189.294933716987,64.623985201932,-7.80393066770263,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5691",10188,"2012-03-05",1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120,189.294933716987,66.1902147978645,-7.80393066770263,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5692",10189,"2012-03-05",1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128,189.294933716987,50.2491468875471,-7.80393066770263,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5693",10192,"2012-03-05",1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387,189.294933716987,271.820829829811,-7.80393066770263,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5694",10193,"2012-03-05",1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,189.294933716987,238.653214431161,-7.80393066770263,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5695",10195,"2012-03-05",1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179,189.294933716987,38.2859486359542,-7.80393066770263,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5696",10198,"2012-03-05",1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,189.294933716987,-100.297396771174,-7.80393066770263,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5697",10199,"2012-03-06",1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8,189.294933716987,-135.023747276309,0.466791607530132,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5698",10200,"2012-03-06",1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6,189.294933716987,-157.619258041311,0.466791607530132,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5699",10201,"2012-03-06",1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,189.294933716987,-166.275656608553,0.466791607530132,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5700",10202,"2012-03-06",1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1,189.294933716987,-176.811994084441,0.466791607530132,0.2,-88.1134716530571,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5701",10203,"2012-03-06",1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,189.294933716987,-183.193106040747,0.466791607530132,0.2,-88.1134716530571,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5702",10206,"2012-03-06",1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,189.294933716987,20.2606218385686,0.466791607530132,0.2,-88.1134716530571,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5703",10208,"2012-03-06",1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0,11,222,233,189.294933716987,27.8899004062358,0.466791607530132,0.2,-88.1134716530571,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5704",10209,"2012-03-06",1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0,16,113,129,189.294933716987,-19.670873566611,0.466791607530132,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5705",10211,"2012-03-06",1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138,189.294933716987,64.623985201932,0.466791607530132,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5706",10215,"2012-03-06",1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250,189.294933716987,128.995882609544,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5707",10216,"2012-03-06",1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446,189.294933716987,271.820829829811,0.466791607530132,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5708",10218,"2012-03-06",1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,189.294933716987,122.614840719103,0.466791607530132,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5709",10220,"2012-03-06",1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,189.294933716987,-22.5067563770855,0.466791607530132,0.3,-57.5653813621468,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5710",10227,"2012-03-07",1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,0,3,3,189.294933716987,-183.193106040747,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5711",10228,"2012-03-07",1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,0,18,18,189.294933716987,-168.255909326743,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5712",10229,"2012-03-07",1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,4,104,108,189.294933716987,-109.183245405299,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5713",10230,"2012-03-07",1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,12,332,344,189.294933716987,20.2606218385686,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5714",10231,"2012-03-07",1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566,189.294933716987,168.00627110229,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5715",10232,"2012-03-07",1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,12,252,264,189.294933716987,27.8899004062358,5.91367535123775,0.3,-57.5653813621468,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5716",10235,"2012-03-07",1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,40,175,215,189.294933716987,64.623985201932,5.91367535123775,0.4,-28.8800053072801,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5717",10236,"2012-03-07",1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179,205,189.294933716987,66.1902147978645,5.91367535123775,0.5,9.70992835427652,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5718",10237,"2012-03-07",1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,38,137,175,189.294933716987,50.2491468875471,5.91367535123775,0.5,9.70992835427652,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5719",10238,"2012-03-07",1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,44,165,209,189.294933716987,59.973831416185,5.91367535123775,0.5,9.70992835427652,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5720",10239,"2012-03-07",1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,34,254,288,189.294933716987,128.995882609544,5.91367535123775,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5721",10242,"2012-03-07",1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361,189.294933716987,122.614840719103,5.91367535123775,0.5,9.70992835427652,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5722",10245,"2012-03-07",1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159,189.294933716987,-56.4508090167471,5.91367535123775,0.5,9.70992835427652,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5723",10250,"2012-03-08",1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3,189.294933716987,-176.811994084441,8.0614287458281,0.5,9.70992835427652,0.6,11.3161242527334,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5724",10251,"2012-03-08",1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2,189.294933716987,-183.193106040747,8.0614287458281,0.4,-28.8800053072801,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5725",10252,"2012-03-08",1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29,189.294933716987,-168.255909326743,8.0614287458281,0.4,-28.8800053072801,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5726",10253,"2012-03-08",1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109,189.294933716987,-109.183245405299,8.0614287458281,0.4,-28.8800053072801,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5727",10254,"2012-03-08",1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334,189.294933716987,20.2606218385686,8.0614287458281,0.4,-28.8800053072801,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5728",10257,"2012-03-08",1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,189.294933716987,-19.670873566611,8.0614287458281,0.5,9.70992835427652,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5729",10260,"2012-03-08",1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,189.294933716987,66.1902147978645,8.0614287458281,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5730",10261,"2012-03-08",1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,189.294933716987,50.2491468875471,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5731",10262,"2012-03-08",1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,189.294933716987,59.973831416185,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5732",10265,"2012-03-08",1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,189.294933716987,238.653214431161,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5733",10267,"2012-03-08",1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,189.294933716987,38.2859486359542,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5734",10268,"2012-03-08",1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,189.294933716987,-22.5067563770855,8.0614287458281,0.6,38.2875704441151,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5735",10270,"2012-03-08",1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,189.294933716987,-100.297396771174,8.0614287458281,0.6,38.2875704441151,0.5,6.67149009129869,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5736",10274,"2012-03-09",1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,189.294933716987,-176.811994084441,6.57721126897779,0.5,9.70992835427652,0.8,-7.9856781972704,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5737",10275,"2012-03-09",1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,189.294933716987,-183.193106040747,6.57721126897779,0.4,-28.8800053072801,0.7,7.17255397102485,42.1163800808878,-26.8412320823393,-1.00334705329519,-55.2474463615831
"5738",10280,"2012-03-09",1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,189.294933716987,27.8899004062358,6.57721126897779,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5739",10281,"2012-03-09",1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,189.294933716987,-19.670873566611,6.57721126897779,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5740",10282,"2012-03-09",1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,189.294933716987,20.9481855490681,6.57721126897779,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5741",10284,"2012-03-09",1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,189.294933716987,66.1902147978645,6.57721126897779,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,-2.01663270456385
"5742",10285,"2012-03-09",1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,189.294933716987,50.2491468875471,6.57721126897779,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5743",10286,"2012-03-09",1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,189.294933716987,59.973831416185,6.57721126897779,0.5,9.70992835427652,0.2,15.408073364892,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5744",10287,"2012-03-09",1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,189.294933716987,128.995882609544,6.57721126897779,0.5,9.70992835427652,0.2,15.408073364892,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5745",10288,"2012-03-09",1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,189.294933716987,271.820829829811,6.57721126897779,0.5,9.70992835427652,0.2,15.408073364892,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5746",10291,"2012-03-09",1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,189.294933716987,38.2859486359542,6.57721126897779,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5747",10292,"2012-03-09",1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,189.294933716987,-22.5067563770855,6.57721126897779,0.4,-28.8800053072801,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5748",10293,"2012-03-09",1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,189.294933716987,-56.4508090167471,6.57721126897779,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5749",10294,"2012-03-09",1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,189.294933716987,-100.297396771174,6.57721126897779,0.3,-57.5653813621468,0.3,4.90872102927088,42.1163800808878,-26.8412320823393,-1.00334705329519,7.65827939577592
"5750",10298,"2012-03-10",1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,189.294933716987,-176.811994084441,0.178738950629814,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5751",10299,"2012-03-10",1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,189.294933716987,-183.193106040747,0.178738950629814,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5752",10302,"2012-03-10",1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,189.294933716987,20.2606218385686,0.178738950629814,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5753",10303,"2012-03-10",1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,189.294933716987,168.00627110229,0.178738950629814,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5754",10304,"2012-03-10",1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,189.294933716987,27.8899004062358,0.178738950629814,0.2,-88.1134716530571,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5755",10305,"2012-03-10",1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,189.294933716987,-19.670873566611,0.178738950629814,0.3,-57.5653813621468,0.4,20.6514475184918,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5756",10310,"2012-03-10",1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0,132,274,406,189.294933716987,59.973831416185,0.178738950629814,0.3,-57.5653813621468,0.2,15.408073364892,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5757",10311,"2012-03-10",1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0,115,275,390,189.294933716987,128.995882609544,0.178738950629814,0.4,-28.8800053072801,0.2,15.408073364892,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
"5758",10312,"2012-03-10",1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0,104,250,354,189.294933716987,271.820829829811,0.178738950629814,0.4,-28.8800053072801,0.2,15.408073364892,42.1163800808878,-26.8412320823393,2.1370743605406,7.65827939577592
